property_name,rental_fee,deposit,floor,layout,size,building_age,distance_station,address,url,Layout_url,longitude,latitude,near_station_code,near_station_name
京急本線 新馬場駅 地下1地上5階建 築7年,11.3,0,1,1SK,35.19,7,3,東京都品川区北品川２,https://suumo.jp/chintai/jnc_000090895298/?bc=100382605370,https://img01.suumo.com/front/gazo/fr/bukken/370/100382605370/100382605370_go.jpg,,,181,新馬場駅
パークタワーグランスカイ,23.4,70.2,7,1LDK,44.39,14,6,東京都品川区東五反田２,https://suumo.jp/chintai/jnc_000090302318/?bc=100378713522,https://img01.suumo.com/front/gazo/fr/bukken/522/100378713522/100378713522_go.jpg,35.6235551,139.7273411,160,大崎駅
パークタワーグランスカイ,24.5,58.75,21,1LDK,41.36,14,6,東京都品川区東五反田２,https://suumo.jp/chintai/jnc_000090302318/?bc=100378713522,https://img01.suumo.com/front/gazo/fr/bukken/522/100378713522/100378713522_go.jpg,35.6235551,139.7273411,160,大崎駅
パークタワーグランスカイ,40.5,117,19,2LDK,77.08,14,6,東京都品川区東五反田２,https://suumo.jp/chintai/jnc_000090302318/?bc=100378713522,https://img01.suumo.com/front/gazo/fr/bukken/522/100378713522/100378713522_go.jpg,35.6235551,139.7273411,160,大崎駅
パークタワーグランスカイ,58,116,37,3SLDK,93.61,14,6,東京都品川区東五反田２,https://suumo.jp/chintai/jnc_000090302318/?bc=100378713522,https://img01.suumo.com/front/gazo/fr/bukken/522/100378713522/100378713522_go.jpg,35.6235551,139.7273411,160,大崎駅
アイルサイドテラス,18.5,34.8,6,3LDK,69.49,26,7,東京都品川区東品川１,https://suumo.jp/chintai/jnc_000089714657/?bc=100375036516,https://img01.suumo.com/front/gazo/fr/bukken/516/100375036516/100375036516_go.jpg,35.6151273,139.7309012,334,天王洲アイル駅
アイルサイドテラス,18.7,35.2,3,3LDK,69.49,26,7,東京都品川区東品川１,https://suumo.jp/chintai/jnc_000089714657/?bc=100375036516,https://img01.suumo.com/front/gazo/fr/bukken/516/100375036516/100375036516_go.jpg,35.6151273,139.7309012,334,天王洲アイル駅
アイルサイドテラス,19.1,36,5,3LDK,69.49,26,7,東京都品川区東品川１,https://suumo.jp/chintai/jnc_000089714657/?bc=100375036516,https://img01.suumo.com/front/gazo/fr/bukken/516/100375036516/100375036516_go.jpg,35.6151273,139.7309012,334,天王洲アイル駅
アイルサイドテラス,19.1,36,9,3LDK,69.49,26,7,東京都品川区東品川１,https://suumo.jp/chintai/jnc_000089714657/?bc=100375036516,https://img01.suumo.com/front/gazo/fr/bukken/516/100375036516/100375036516_go.jpg,35.6151273,139.7309012,334,天王洲アイル駅
アイルサイドテラス,19.9,37.6,13,3LDK,69.49,26,7,東京都品川区東品川１,https://suumo.jp/chintai/jnc_000089714657/?bc=100375036516,https://img01.suumo.com/front/gazo/fr/bukken/516/100375036516/100375036516_go.jpg,35.6151273,139.7309012,334,天王洲アイル駅
アイルサイドテラス,20.7,39.2,13,3LDK,69.49,26,7,東京都品川区東品川１,https://suumo.jp/chintai/jnc_000089714657/?bc=100375036516,https://img01.suumo.com/front/gazo/fr/bukken/516/100375036516/100375036516_go.jpg,35.6151273,139.7309012,334,天王洲アイル駅
プライムパークス品川シーサイドザ・タワー,22,40,6,1LDK,53.38,6,4,東京都品川区東品川４,https://suumo.jp/chintai/jnc_000050540702/?bc=100381134718,https://img01.suumo.com/front/gazo/fr/bukken/718/100381134718/100381134718_go.jpg,35.6077303,139.7478469,367,品川シーサイド駅
プライムパークス品川シーサイドザ・タワー,24.3,23,22,3LDK,66.95,6,4,東京都品川区東品川４,https://suumo.jp/chintai/jnc_000050540702/?bc=100381134718,https://img01.suumo.com/front/gazo/fr/bukken/718/100381134718/100381134718_go.jpg,35.6077303,139.7478469,367,品川シーサイド駅
プライムパークス品川シーサイドザ・タワー,25.5,48,17,2LDK,56.91,6,4,東京都品川区東品川４,https://suumo.jp/chintai/jnc_000050540702/?bc=100381134718,https://img01.suumo.com/front/gazo/fr/bukken/718/100381134718/100381134718_go.jpg,35.6077303,139.7478469,367,品川シーサイド駅
プライムパークス品川シーサイドザ・タワー,26.5,75,8,3LDK,66,6,4,東京都品川区東品川４,https://suumo.jp/chintai/jnc_000050540702/?bc=100381134718,https://img01.suumo.com/front/gazo/fr/bukken/718/100381134718/100381134718_go.jpg,35.6077303,139.7478469,367,品川シーサイド駅
プライムパークス品川シーサイドザ・タワー,29,54,18,3LDK,66.95,6,4,東京都品川区東品川４,https://suumo.jp/chintai/jnc_000050540702/?bc=100381134718,https://img01.suumo.com/front/gazo/fr/bukken/718/100381134718/100381134718_go.jpg,35.6077303,139.7478469,367,品川シーサイド駅
プライムパークス品川シーサイドザ・タワー,32,59.6,24,3LDK,68.47,6,4,東京都品川区東品川４,https://suumo.jp/chintai/jnc_000050540702/?bc=100381134718,https://img01.suumo.com/front/gazo/fr/bukken/718/100381134718/100381134718_go.jpg,35.6077303,139.7478469,367,品川シーサイド駅
